,City_poll,Type_of_Location,ClusterId,year_number,month_number
3313,NANDED,Industrial,,2013,10.0
3325,NANDED,Residential,,2013,10.0
3314,NANDED,Industrial,,2013,11.0
3326,NANDED,Residential,,2013,11.0
3315,NANDED,Industrial,,2013,12.0
3327,NANDED,Residential,,2013,12.0
3328,NANDED,Industrial,,2014,1.0
3340,NANDED,Residential,,2014,1.0
3329,NANDED,Industrial,,2014,2.0
3341,NANDED,Residential,,2014,2.0
3330,NANDED,Industrial,,2014,3.0
3342,NANDED,Residential,,2014,3.0
3331,NANDED,Industrial,,2014,4.0
3343,NANDED,Residential,,2014,4.0
3332,NANDED,Industrial,,2014,5.0
3344,NANDED,Residential,,2014,5.0
3333,NANDED,Industrial,,2014,6.0
3345,NANDED,Residential,,2014,6.0
3334,NANDED,Industrial,,2014,7.0
3346,NANDED,Residential,,2014,7.0
3335,NANDED,Industrial,,2014,8.0
3347,NANDED,Residential,,2014,8.0
3336,NANDED,Industrial,,2014,9.0
3348,NANDED,Residential,,2014,9.0
3337,NANDED,Industrial,,2014,10.0
3349,NANDED,Residential,,2014,10.0
3338,NANDED,Industrial,,2014,11.0
3350,NANDED,Residential,,2014,11.0
3339,NANDED,Industrial,,2014,12.0
3351,NANDED,Residential,,2014,12.0
3352,NANDED,Industrial,,2015,1.0
3364,NANDED,Residential,,2015,1.0
3353,NANDED,Industrial,,2015,2.0
3365,NANDED,Residential,,2015,2.0
3354,NANDED,Industrial,,2015,3.0
3366,NANDED,Residential,,2015,3.0
3355,NANDED,Industrial,,2015,4.0
3367,NANDED,Residential,,2015,4.0
3356,NANDED,Industrial,,2015,5.0
3368,NANDED,Residential,,2015,5.0
3357,NANDED,Industrial,,2015,6.0
3369,NANDED,Residential,,2015,6.0
3358,NANDED,Industrial,,2015,7.0
3370,NANDED,Residential,,2015,7.0
3359,NANDED,Industrial,,2015,8.0
3371,NANDED,Residential,,2015,8.0
3360,NANDED,Industrial,,2015,9.0
3372,NANDED,Residential,,2015,9.0
3361,NANDED,Industrial,,2015,10.0
3373,NANDED,Residential,,2015,10.0
3362,NANDED,Industrial,,2015,11.0
3374,NANDED,Residential,,2015,11.0
3363,NANDED,Industrial,,2015,12.0
3375,NANDED,Residential,,2015,12.0
3792,NASHIK,Industrial,,1994,4.0
3805,NASHIK,Unknown,,1994,4.0
3793,NASHIK,Industrial,0.0,1994,5.0
3806,NASHIK,Unknown,1.0,1994,5.0
3794,NASHIK,Industrial,0.0,1994,6.0
3807,NASHIK,Unknown,1.0,1994,6.0
3795,NASHIK,Industrial,1.0,1994,7.0
3800,NASHIK,Residential,,1994,7.0
3808,NASHIK,Unknown,1.0,1994,7.0
3796,NASHIK,Industrial,0.0,1994,8.0
3801,NASHIK,Residential,1.0,1994,8.0
3809,NASHIK,Unknown,1.0,1994,8.0
3797,NASHIK,Industrial,1.0,1994,9.0
3802,NASHIK,Residential,1.0,1994,9.0
3810,NASHIK,Unknown,1.0,1994,9.0
3798,NASHIK,Industrial,,1994,11.0
3803,NASHIK,Residential,,1994,11.0
3811,NASHIK,Unknown,,1994,11.0
3799,NASHIK,Industrial,1.0,1994,12.0
3804,NASHIK,Residential,1.0,1994,12.0
3812,NASHIK,Unknown,1.0,1994,12.0
3813,NASHIK,Industrial,,1996,6.0
3820,NASHIK,Residential,,1996,6.0
3814,NASHIK,Industrial,1.0,1996,7.0
3821,NASHIK,Residential,0.0,1996,7.0
3815,NASHIK,Industrial,1.0,1996,8.0
3822,NASHIK,Residential,1.0,1996,8.0
3816,NASHIK,Industrial,1.0,1996,9.0
3823,NASHIK,Residential,1.0,1996,9.0
3817,NASHIK,Industrial,1.0,1996,10.0
3824,NASHIK,Residential,1.0,1996,10.0
3818,NASHIK,Industrial,1.0,1996,11.0
3825,NASHIK,Residential,1.0,1996,11.0
3819,NASHIK,Industrial,1.0,1996,12.0
3826,NASHIK,Residential,1.0,1996,12.0
3376,NASHIK,Industrial,1.0,1997,1.0
3388,NASHIK,Residential,1.0,1997,1.0
3377,NASHIK,Industrial,1.0,1997,2.0
3389,NASHIK,Residential,1.0,1997,2.0
3378,NASHIK,Industrial,0.0,1997,3.0
3390,NASHIK,Residential,1.0,1997,3.0
3379,NASHIK,Industrial,1.0,1997,4.0
3391,NASHIK,Residential,0.0,1997,4.0
3380,NASHIK,Industrial,0.0,1997,5.0
3392,NASHIK,Residential,0.0,1997,5.0
3381,NASHIK,Industrial,0.0,1997,6.0
3393,NASHIK,Residential,1.0,1997,6.0
3382,NASHIK,Industrial,1.0,1997,7.0
3394,NASHIK,Residential,1.0,1997,7.0
3383,NASHIK,Industrial,1.0,1997,8.0
3395,NASHIK,Residential,1.0,1997,8.0
3384,NASHIK,Industrial,1.0,1997,9.0
3396,NASHIK,Residential,1.0,1997,9.0
3385,NASHIK,Industrial,1.0,1997,10.0
3397,NASHIK,Residential,1.0,1997,10.0
3386,NASHIK,Industrial,1.0,1997,11.0
3398,NASHIK,Residential,1.0,1997,11.0
3387,NASHIK,Industrial,1.0,1997,12.0
3399,NASHIK,Residential,1.0,1997,12.0
3400,NASHIK,Industrial,0.0,1998,1.0
3407,NASHIK,Residential,1.0,1998,1.0
3401,NASHIK,Industrial,1.0,1998,2.0
3408,NASHIK,Residential,1.0,1998,2.0
3402,NASHIK,Industrial,1.0,1998,3.0
3409,NASHIK,Residential,1.0,1998,3.0
3403,NASHIK,Industrial,1.0,1998,4.0
3410,NASHIK,Residential,0.0,1998,4.0
3404,NASHIK,Industrial,1.0,1998,5.0
3411,NASHIK,Residential,1.0,1998,5.0
3405,NASHIK,Industrial,0.0,1998,6.0
3412,NASHIK,Residential,0.0,1998,6.0
3406,NASHIK,Industrial,1.0,1998,7.0
3413,NASHIK,Residential,1.0,1998,7.0
3414,NASHIK,Industrial,,1999,1.0
3426,NASHIK,Residential,,1999,1.0
3415,NASHIK,Industrial,0.0,1999,2.0
3427,NASHIK,Residential,0.0,1999,2.0
3416,NASHIK,Industrial,1.0,1999,3.0
3428,NASHIK,Residential,1.0,1999,3.0
3417,NASHIK,Industrial,1.0,1999,4.0
3429,NASHIK,Residential,1.0,1999,4.0
3418,NASHIK,Industrial,1.0,1999,5.0
3430,NASHIK,Residential,0.0,1999,5.0
3419,NASHIK,Industrial,0.0,1999,6.0
3431,NASHIK,Residential,1.0,1999,6.0
3420,NASHIK,Industrial,0.0,1999,7.0
3432,NASHIK,Residential,0.0,1999,7.0
3421,NASHIK,Industrial,1.0,1999,8.0
3433,NASHIK,Residential,1.0,1999,8.0
3422,NASHIK,Industrial,0.0,1999,9.0
3434,NASHIK,Residential,0.0,1999,9.0
3423,NASHIK,Industrial,1.0,1999,10.0
3435,NASHIK,Residential,1.0,1999,10.0
3424,NASHIK,Industrial,1.0,1999,11.0
3436,NASHIK,Residential,1.0,1999,11.0
3425,NASHIK,Industrial,1.0,1999,12.0
3437,NASHIK,Residential,1.0,1999,12.0
3438,NASHIK,Industrial,1.0,2000,1.0
3448,NASHIK,Residential,2.0,2000,1.0
3439,NASHIK,Industrial,0.0,2000,2.0
3449,NASHIK,Residential,0.0,2000,2.0
3440,NASHIK,Industrial,1.0,2000,3.0
3450,NASHIK,Residential,0.0,2000,3.0
3441,NASHIK,Industrial,1.0,2000,4.0
3451,NASHIK,Residential,0.0,2000,4.0
3442,NASHIK,Industrial,1.0,2000,5.0
3452,NASHIK,Residential,1.0,2000,5.0
3443,NASHIK,Industrial,1.0,2000,6.0
3453,NASHIK,Residential,1.0,2000,6.0
3444,NASHIK,Industrial,0.0,2000,7.0
3454,NASHIK,Residential,0.0,2000,7.0
3445,NASHIK,Industrial,1.0,2000,8.0
3455,NASHIK,Residential,1.0,2000,8.0
3446,NASHIK,Industrial,1.0,2000,9.0
3456,NASHIK,Residential,0.0,2000,9.0
3447,NASHIK,Industrial,1.0,2000,10.0
3457,NASHIK,Residential,1.0,2000,10.0
3458,NASHIK,Industrial,,2001,1.0
3470,NASHIK,Residential,,2001,1.0
3459,NASHIK,Industrial,0.0,2001,2.0
3471,NASHIK,Residential,0.0,2001,2.0
3460,NASHIK,Industrial,0.0,2001,3.0
3472,NASHIK,Residential,0.0,2001,3.0
3461,NASHIK,Industrial,0.0,2001,4.0
3473,NASHIK,Residential,0.0,2001,4.0
3462,NASHIK,Industrial,1.0,2001,5.0
3474,NASHIK,Residential,1.0,2001,5.0
3463,NASHIK,Industrial,1.0,2001,6.0
3475,NASHIK,Residential,1.0,2001,6.0
3464,NASHIK,Industrial,2.0,2001,7.0
3476,NASHIK,Residential,2.0,2001,7.0
3465,NASHIK,Industrial,0.0,2001,8.0
3477,NASHIK,Residential,0.0,2001,8.0
3466,NASHIK,Industrial,1.0,2001,9.0
3478,NASHIK,Residential,0.0,2001,9.0
3467,NASHIK,Industrial,0.0,2001,10.0
3479,NASHIK,Residential,1.0,2001,10.0
3468,NASHIK,Industrial,1.0,2001,11.0
3480,NASHIK,Residential,0.0,2001,11.0
3469,NASHIK,Industrial,0.0,2001,12.0
3481,NASHIK,Residential,1.0,2001,12.0
3482,NASHIK,Industrial,1.0,2002,1.0
3494,NASHIK,Residential,1.0,2002,1.0
3483,NASHIK,Industrial,1.0,2002,2.0
3495,NASHIK,Residential,1.0,2002,2.0
3484,NASHIK,Industrial,1.0,2002,3.0
3496,NASHIK,Residential,0.0,2002,3.0
3485,NASHIK,Industrial,1.0,2002,4.0
3497,NASHIK,Residential,1.0,2002,4.0
3486,NASHIK,Industrial,0.0,2002,5.0
3498,NASHIK,Residential,0.0,2002,5.0
3487,NASHIK,Industrial,1.0,2002,6.0
3499,NASHIK,Residential,1.0,2002,6.0
3488,NASHIK,Industrial,0.0,2002,7.0
3500,NASHIK,Residential,1.0,2002,7.0
3489,NASHIK,Industrial,1.0,2002,8.0
3501,NASHIK,Residential,1.0,2002,8.0
3490,NASHIK,Industrial,1.0,2002,9.0
3502,NASHIK,Residential,0.0,2002,9.0
3491,NASHIK,Industrial,0.0,2002,10.0
3503,NASHIK,Residential,0.0,2002,10.0
3492,NASHIK,Industrial,1.0,2002,11.0
3504,NASHIK,Residential,1.0,2002,11.0
3493,NASHIK,Industrial,1.0,2002,12.0
3505,NASHIK,Residential,1.0,2002,12.0
3506,NASHIK,Industrial,1.0,2004,1.0
3518,NASHIK,Residential,1.0,2004,1.0
3507,NASHIK,Industrial,1.0,2004,2.0
3519,NASHIK,Residential,1.0,2004,2.0
3508,NASHIK,Industrial,0.0,2004,3.0
3520,NASHIK,Residential,1.0,2004,3.0
3509,NASHIK,Industrial,1.0,2004,4.0
3521,NASHIK,Residential,1.0,2004,4.0
3510,NASHIK,Industrial,1.0,2004,5.0
3522,NASHIK,Residential,1.0,2004,5.0
3511,NASHIK,Industrial,1.0,2004,6.0
3523,NASHIK,Residential,1.0,2004,6.0
3512,NASHIK,Industrial,1.0,2004,7.0
3524,NASHIK,Residential,0.0,2004,7.0
3513,NASHIK,Industrial,1.0,2004,8.0
3525,NASHIK,Residential,1.0,2004,8.0
3514,NASHIK,Industrial,1.0,2004,9.0
3526,NASHIK,Residential,0.0,2004,9.0
3515,NASHIK,Industrial,1.0,2004,10.0
3527,NASHIK,Residential,1.0,2004,10.0
3516,NASHIK,Industrial,1.0,2004,11.0
3528,NASHIK,Residential,1.0,2004,11.0
3517,NASHIK,Industrial,1.0,2004,12.0
3529,NASHIK,Residential,1.0,2004,12.0
3530,NASHIK,Industrial,1.0,2005,1.0
3542,NASHIK,Residential,1.0,2005,1.0
3531,NASHIK,Industrial,1.0,2005,2.0
3543,NASHIK,Residential,1.0,2005,2.0
3532,NASHIK,Industrial,1.0,2005,3.0
3544,NASHIK,Residential,1.0,2005,3.0
3533,NASHIK,Industrial,0.0,2005,4.0
3545,NASHIK,Residential,1.0,2005,4.0
3534,NASHIK,Industrial,1.0,2005,5.0
3546,NASHIK,Residential,1.0,2005,5.0
3535,NASHIK,Industrial,0.0,2005,6.0
3547,NASHIK,Residential,0.0,2005,6.0
3536,NASHIK,Industrial,2.0,2005,7.0
3548,NASHIK,Residential,1.0,2005,7.0
3537,NASHIK,Industrial,0.0,2005,8.0
3549,NASHIK,Residential,1.0,2005,8.0
3538,NASHIK,Industrial,1.0,2005,9.0
3550,NASHIK,Residential,1.0,2005,9.0
3539,NASHIK,Industrial,1.0,2005,10.0
3551,NASHIK,Residential,0.0,2005,10.0
3540,NASHIK,Industrial,0.0,2005,11.0
3552,NASHIK,Residential,1.0,2005,11.0
3541,NASHIK,Industrial,1.0,2005,12.0
3553,NASHIK,Residential,0.0,2005,12.0
3554,NASHIK,Industrial,1.0,2006,1.0
3566,NASHIK,Residential,0.0,2006,1.0
3555,NASHIK,Industrial,1.0,2006,2.0
3567,NASHIK,Residential,1.0,2006,2.0
3556,NASHIK,Industrial,1.0,2006,3.0
3568,NASHIK,Residential,1.0,2006,3.0
3557,NASHIK,Industrial,1.0,2006,4.0
3569,NASHIK,Residential,1.0,2006,4.0
3558,NASHIK,Industrial,1.0,2006,5.0
3570,NASHIK,Residential,1.0,2006,5.0
3559,NASHIK,Industrial,1.0,2006,6.0
3571,NASHIK,Residential,1.0,2006,6.0
3560,NASHIK,Industrial,0.0,2006,7.0
3572,NASHIK,Residential,0.0,2006,7.0
3561,NASHIK,Industrial,1.0,2006,8.0
3573,NASHIK,Residential,1.0,2006,8.0
3562,NASHIK,Industrial,1.0,2006,9.0
3574,NASHIK,Residential,1.0,2006,9.0
3563,NASHIK,Industrial,1.0,2006,10.0
3575,NASHIK,Residential,1.0,2006,10.0
3564,NASHIK,Industrial,1.0,2006,11.0
3576,NASHIK,Residential,1.0,2006,11.0
3565,NASHIK,Industrial,1.0,2006,12.0
3577,NASHIK,Residential,1.0,2006,12.0
3578,NASHIK,Industrial,1.0,2007,1.0
3590,NASHIK,Residential,1.0,2007,1.0
3579,NASHIK,Industrial,1.0,2007,2.0
3591,NASHIK,Residential,1.0,2007,2.0
3580,NASHIK,Industrial,1.0,2007,3.0
3592,NASHIK,Residential,1.0,2007,3.0
3581,NASHIK,Industrial,1.0,2007,4.0
3593,NASHIK,Residential,1.0,2007,4.0
3582,NASHIK,Industrial,1.0,2007,5.0
3594,NASHIK,Residential,1.0,2007,5.0
3583,NASHIK,Industrial,1.0,2007,6.0
3595,NASHIK,Residential,1.0,2007,6.0
3584,NASHIK,Industrial,1.0,2007,7.0
3596,NASHIK,Residential,1.0,2007,7.0
3585,NASHIK,Industrial,1.0,2007,8.0
3597,NASHIK,Residential,1.0,2007,8.0
3586,NASHIK,Industrial,1.0,2007,9.0
3598,NASHIK,Residential,1.0,2007,9.0
3587,NASHIK,Industrial,1.0,2007,10.0
3599,NASHIK,Residential,1.0,2007,10.0
3588,NASHIK,Industrial,1.0,2007,11.0
3600,NASHIK,Residential,1.0,2007,11.0
3589,NASHIK,Industrial,1.0,2007,12.0
3601,NASHIK,Residential,1.0,2007,12.0
3602,NASHIK,Industrial,1.0,2008,1.0
3614,NASHIK,Residential,1.0,2008,1.0
3603,NASHIK,Industrial,0.0,2008,2.0
3615,NASHIK,Residential,1.0,2008,2.0
3604,NASHIK,Industrial,1.0,2008,3.0
3616,NASHIK,Residential,1.0,2008,3.0
3605,NASHIK,Industrial,1.0,2008,4.0
3617,NASHIK,Residential,0.0,2008,4.0
3606,NASHIK,Industrial,1.0,2008,5.0
3618,NASHIK,Residential,1.0,2008,5.0
3607,NASHIK,Industrial,0.0,2008,6.0
3619,NASHIK,Residential,1.0,2008,6.0
3608,NASHIK,Industrial,1.0,2008,7.0
3620,NASHIK,Residential,0.0,2008,7.0
3609,NASHIK,Industrial,1.0,2008,8.0
3621,NASHIK,Residential,1.0,2008,8.0
3610,NASHIK,Industrial,1.0,2008,9.0
3622,NASHIK,Residential,1.0,2008,9.0
3611,NASHIK,Industrial,1.0,2008,10.0
3623,NASHIK,Residential,1.0,2008,10.0
3612,NASHIK,Industrial,1.0,2008,11.0
3624,NASHIK,Residential,1.0,2008,11.0
3613,NASHIK,Industrial,1.0,2008,12.0
3625,NASHIK,Residential,1.0,2008,12.0
3626,NASHIK,Industrial,1.0,2009,1.0
3638,NASHIK,Residential,1.0,2009,1.0
3627,NASHIK,Industrial,1.0,2009,2.0
3639,NASHIK,Residential,1.0,2009,2.0
3628,NASHIK,Industrial,1.0,2009,3.0
3640,NASHIK,Residential,1.0,2009,3.0
3629,NASHIK,Industrial,1.0,2009,4.0
3641,NASHIK,Residential,1.0,2009,4.0
3630,NASHIK,Industrial,1.0,2009,5.0
3642,NASHIK,Residential,1.0,2009,5.0
3631,NASHIK,Industrial,0.0,2009,6.0
3643,NASHIK,Residential,1.0,2009,6.0
3632,NASHIK,Industrial,1.0,2009,7.0
3644,NASHIK,Residential,1.0,2009,7.0
3633,NASHIK,Industrial,1.0,2009,8.0
3645,NASHIK,Residential,1.0,2009,8.0
3634,NASHIK,Industrial,1.0,2009,9.0
3646,NASHIK,Residential,1.0,2009,9.0
3635,NASHIK,Industrial,1.0,2009,10.0
3647,NASHIK,Residential,1.0,2009,10.0
3636,NASHIK,Industrial,1.0,2009,11.0
3648,NASHIK,Residential,0.0,2009,11.0
3637,NASHIK,Industrial,0.0,2009,12.0
3649,NASHIK,Residential,1.0,2009,12.0
3650,NASHIK,Industrial,1.0,2010,1.0
3662,NASHIK,Residential,1.0,2010,1.0
3651,NASHIK,Industrial,1.0,2010,2.0
3663,NASHIK,Residential,1.0,2010,2.0
3652,NASHIK,Industrial,1.0,2010,3.0
3664,NASHIK,Residential,1.0,2010,3.0
3653,NASHIK,Industrial,0.0,2010,4.0
3665,NASHIK,Residential,1.0,2010,4.0
3654,NASHIK,Industrial,1.0,2010,5.0
3666,NASHIK,Residential,1.0,2010,5.0
3655,NASHIK,Industrial,0.0,2010,6.0
3667,NASHIK,Residential,0.0,2010,6.0
3656,NASHIK,Industrial,0.0,2010,7.0
3668,NASHIK,Residential,1.0,2010,7.0
3657,NASHIK,Industrial,1.0,2010,8.0
3669,NASHIK,Residential,1.0,2010,8.0
3658,NASHIK,Industrial,1.0,2010,9.0
3670,NASHIK,Residential,1.0,2010,9.0
3659,NASHIK,Industrial,1.0,2010,10.0
3671,NASHIK,Residential,1.0,2010,10.0
3660,NASHIK,Industrial,1.0,2010,11.0
3672,NASHIK,Residential,1.0,2010,11.0
3661,NASHIK,Industrial,1.0,2010,12.0
3673,NASHIK,Residential,1.0,2010,12.0
3674,NASHIK,Industrial,,2011,1.0
3686,NASHIK,Residential,,2011,1.0
3675,NASHIK,Industrial,,2011,2.0
3687,NASHIK,Residential,,2011,2.0
3676,NASHIK,Industrial,,2011,3.0
3688,NASHIK,Residential,,2011,3.0
3677,NASHIK,Industrial,,2011,4.0
3689,NASHIK,Residential,,2011,4.0
3678,NASHIK,Industrial,,2011,5.0
3690,NASHIK,Residential,,2011,5.0
3679,NASHIK,Industrial,,2011,6.0
3691,NASHIK,Residential,,2011,6.0
3680,NASHIK,Industrial,,2011,7.0
3692,NASHIK,Residential,,2011,7.0
3681,NASHIK,Industrial,,2011,8.0
3693,NASHIK,Residential,,2011,8.0
3682,NASHIK,Industrial,,2011,9.0
3694,NASHIK,Residential,,2011,9.0
3683,NASHIK,Industrial,,2011,10.0
3695,NASHIK,Residential,,2011,10.0
3684,NASHIK,Industrial,,2011,11.0
3696,NASHIK,Residential,,2011,11.0
3685,NASHIK,Industrial,,2011,12.0
3697,NASHIK,Residential,,2011,12.0
3698,NASHIK,Industrial,,2012,1.0
3710,NASHIK,Residential,,2012,1.0
3699,NASHIK,Industrial,,2012,2.0
3711,NASHIK,Residential,,2012,2.0
3700,NASHIK,Industrial,,2012,3.0
3712,NASHIK,Residential,,2012,3.0
3701,NASHIK,Industrial,,2012,4.0
3713,NASHIK,Residential,,2012,4.0
3702,NASHIK,Industrial,,2012,5.0
3714,NASHIK,Residential,,2012,5.0
3703,NASHIK,Industrial,,2012,6.0
3715,NASHIK,Residential,,2012,6.0
3704,NASHIK,Industrial,,2012,7.0
3716,NASHIK,Residential,,2012,7.0
3705,NASHIK,Industrial,,2012,8.0
3717,NASHIK,Residential,,2012,8.0
3706,NASHIK,Industrial,,2012,9.0
3718,NASHIK,Residential,,2012,9.0
3707,NASHIK,Industrial,,2012,10.0
3719,NASHIK,Residential,,2012,10.0
3708,NASHIK,Industrial,,2012,11.0
3720,NASHIK,Residential,,2012,11.0
3709,NASHIK,Industrial,,2012,12.0
3721,NASHIK,Residential,,2012,12.0
3722,NASHIK,Industrial,,2013,1.0
3734,NASHIK,Residential,,2013,1.0
3723,NASHIK,Industrial,,2013,2.0
3735,NASHIK,Residential,,2013,2.0
3724,NASHIK,Industrial,,2013,3.0
3736,NASHIK,Residential,,2013,3.0
3725,NASHIK,Industrial,,2013,4.0
3737,NASHIK,Residential,,2013,4.0
3726,NASHIK,Industrial,,2013,5.0
3738,NASHIK,Residential,,2013,5.0
3727,NASHIK,Industrial,,2013,6.0
3739,NASHIK,Residential,,2013,6.0
3728,NASHIK,Industrial,,2013,7.0
3740,NASHIK,Residential,,2013,7.0
3729,NASHIK,Industrial,,2013,8.0
3741,NASHIK,Residential,,2013,8.0
3730,NASHIK,Industrial,,2013,9.0
3742,NASHIK,Residential,,2013,9.0
3731,NASHIK,Industrial,,2013,10.0
3743,NASHIK,Residential,,2013,10.0
3732,NASHIK,Industrial,,2013,11.0
3744,NASHIK,Residential,,2013,11.0
3733,NASHIK,Industrial,,2013,12.0
3745,NASHIK,Residential,,2013,12.0
3746,NASHIK,Industrial,,2014,1.0
3758,NASHIK,Residential,,2014,1.0
3747,NASHIK,Industrial,,2014,2.0
3759,NASHIK,Residential,,2014,2.0
3748,NASHIK,Industrial,,2014,3.0
3760,NASHIK,Residential,,2014,3.0
3749,NASHIK,Industrial,,2014,4.0
3761,NASHIK,Residential,,2014,4.0
3750,NASHIK,Industrial,,2014,5.0
3762,NASHIK,Residential,,2014,5.0
3751,NASHIK,Industrial,,2014,6.0
3763,NASHIK,Residential,,2014,6.0
3752,NASHIK,Industrial,,2014,7.0
3764,NASHIK,Residential,,2014,7.0
3753,NASHIK,Industrial,,2014,8.0
3765,NASHIK,Residential,,2014,8.0
3754,NASHIK,Industrial,,2014,9.0
3766,NASHIK,Residential,,2014,9.0
3755,NASHIK,Industrial,,2014,10.0
3767,NASHIK,Residential,,2014,10.0
3756,NASHIK,Industrial,,2014,11.0
3768,NASHIK,Residential,,2014,11.0
3757,NASHIK,Industrial,,2014,12.0
3769,NASHIK,Residential,,2014,12.0
3770,NASHIK,Industrial,,2015,1.0
3781,NASHIK,Residential,,2015,1.0
3771,NASHIK,Industrial,,2015,2.0
3782,NASHIK,Residential,,2015,2.0
3772,NASHIK,Industrial,,2015,3.0
3783,NASHIK,Residential,,2015,3.0
3773,NASHIK,Industrial,,2015,4.0
3784,NASHIK,Residential,,2015,4.0
3774,NASHIK,Industrial,,2015,5.0
3785,NASHIK,Residential,,2015,5.0
3775,NASHIK,Industrial,,2015,6.0
3786,NASHIK,Residential,,2015,6.0
3776,NASHIK,Industrial,,2015,7.0
3787,NASHIK,Residential,,2015,7.0
3777,NASHIK,Industrial,,2015,8.0
3788,NASHIK,Residential,,2015,8.0
3778,NASHIK,Industrial,,2015,9.0
3789,NASHIK,Residential,,2015,9.0
3779,NASHIK,Industrial,,2015,10.0
3790,NASHIK,Residential,,2015,10.0
3780,NASHIK,Industrial,,2015,12.0
3791,NASHIK,Residential,,2015,12.0
3827,NAVI MUMBAI,Industrial,,2006,1.0
3839,NAVI MUMBAI,Residential,,2006,1.0
3828,NAVI MUMBAI,Industrial,2.0,2006,2.0
3840,NAVI MUMBAI,Residential,1.0,2006,2.0
3829,NAVI MUMBAI,Industrial,,2006,3.0
3841,NAVI MUMBAI,Residential,0.0,2006,3.0
3830,NAVI MUMBAI,Industrial,,2006,4.0
3842,NAVI MUMBAI,Residential,1.0,2006,4.0
3831,NAVI MUMBAI,Industrial,,2006,5.0
3843,NAVI MUMBAI,Residential,1.0,2006,5.0
3832,NAVI MUMBAI,Industrial,,2006,6.0
3844,NAVI MUMBAI,Residential,0.0,2006,6.0
3833,NAVI MUMBAI,Industrial,1.0,2006,7.0
3845,NAVI MUMBAI,Residential,1.0,2006,7.0
3834,NAVI MUMBAI,Industrial,1.0,2006,8.0
3846,NAVI MUMBAI,Residential,2.0,2006,8.0
3835,NAVI MUMBAI,Industrial,0.0,2006,9.0
3847,NAVI MUMBAI,Residential,0.0,2006,9.0
3836,NAVI MUMBAI,Industrial,0.0,2006,10.0
3848,NAVI MUMBAI,Residential,1.0,2006,10.0
3837,NAVI MUMBAI,Industrial,1.0,2006,11.0
3849,NAVI MUMBAI,Residential,0.0,2006,11.0
3838,NAVI MUMBAI,Industrial,2.0,2006,12.0
3850,NAVI MUMBAI,Residential,2.0,2006,12.0
3851,NAVI MUMBAI,Industrial,1.0,2007,1.0
3863,NAVI MUMBAI,Residential,0.0,2007,1.0
3852,NAVI MUMBAI,Industrial,0.0,2007,2.0
3864,NAVI MUMBAI,Residential,1.0,2007,2.0
3853,NAVI MUMBAI,Industrial,1.0,2007,3.0
3865,NAVI MUMBAI,Residential,1.0,2007,3.0
3854,NAVI MUMBAI,Industrial,1.0,2007,4.0
3866,NAVI MUMBAI,Residential,1.0,2007,4.0
3855,NAVI MUMBAI,Industrial,1.0,2007,5.0
3867,NAVI MUMBAI,Residential,0.0,2007,5.0
3856,NAVI MUMBAI,Industrial,0.0,2007,6.0
3868,NAVI MUMBAI,Residential,0.0,2007,6.0
3857,NAVI MUMBAI,Industrial,1.0,2007,7.0
3869,NAVI MUMBAI,Residential,1.0,2007,7.0
3858,NAVI MUMBAI,Industrial,1.0,2007,8.0
3870,NAVI MUMBAI,Residential,0.0,2007,8.0
3859,NAVI MUMBAI,Industrial,0.0,2007,9.0
3871,NAVI MUMBAI,Residential,1.0,2007,9.0
3860,NAVI MUMBAI,Industrial,1.0,2007,10.0
3872,NAVI MUMBAI,Residential,1.0,2007,10.0
3861,NAVI MUMBAI,Industrial,0.0,2007,11.0
3873,NAVI MUMBAI,Residential,1.0,2007,11.0
3862,NAVI MUMBAI,Industrial,1.0,2007,12.0
3874,NAVI MUMBAI,Residential,1.0,2007,12.0
3875,NAVI MUMBAI,Industrial,2.0,2008,1.0
3887,NAVI MUMBAI,Residential,1.0,2008,1.0
3876,NAVI MUMBAI,Industrial,1.0,2008,2.0
3888,NAVI MUMBAI,Residential,1.0,2008,2.0
3877,NAVI MUMBAI,Industrial,0.0,2008,3.0
3889,NAVI MUMBAI,Residential,0.0,2008,3.0
3878,NAVI MUMBAI,Industrial,0.0,2008,4.0
3890,NAVI MUMBAI,Residential,1.0,2008,4.0
3879,NAVI MUMBAI,Industrial,1.0,2008,5.0
3891,NAVI MUMBAI,Residential,1.0,2008,5.0
3880,NAVI MUMBAI,Industrial,0.0,2008,6.0
3892,NAVI MUMBAI,Residential,0.0,2008,6.0
3881,NAVI MUMBAI,Industrial,0.0,2008,7.0
3893,NAVI MUMBAI,Residential,1.0,2008,7.0
3882,NAVI MUMBAI,Industrial,1.0,2008,8.0
3894,NAVI MUMBAI,Residential,1.0,2008,8.0
3883,NAVI MUMBAI,Industrial,1.0,2008,9.0
3895,NAVI MUMBAI,Residential,1.0,2008,9.0
3884,NAVI MUMBAI,Industrial,1.0,2008,10.0
3896,NAVI MUMBAI,Residential,2.0,2008,10.0
3885,NAVI MUMBAI,Industrial,1.0,2008,11.0
3897,NAVI MUMBAI,Residential,1.0,2008,11.0
3886,NAVI MUMBAI,Industrial,1.0,2008,12.0
3898,NAVI MUMBAI,Residential,1.0,2008,12.0
3899,NAVI MUMBAI,Industrial,1.0,2009,1.0
3911,NAVI MUMBAI,Residential,0.0,2009,1.0
3900,NAVI MUMBAI,Industrial,1.0,2009,2.0
