City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,year_number_diff,NO2_Median_YOY_diff,NO2_Median,Median_NO2_MOM_diff
Kolhapur,Residential,20070020,2007,2,1,1.6,20.4,1.65
Kolhapur,Residential,20080020,2008,2,1,-4.85,15.55,-4.2
Kolhapur,Residential,20090020,2009,2,1,-1.75,13.8,0.3
Kolhapur,Residential,20100020,2010,2,1,3.2,17,2
Kolhapur,Residential,20110020,2011,2,1,5,22,-1.5
Kolhapur,Residential,20120020,2012,2,1,7.5,29.5,-4.5
Kolhapur,Residential,20130020,2013,2,1,9.5,39,-7.5
Kolhapur,Residential,20140020,2014,2,1,4.5,43.5,-4.5
Kolhapur,Residential,20150020,2015,2,1,1,44.5,-12.5
Kolhapur,Residential,20050030,2005,3,-10,,18.3,-25.4
Kolhapur,Residential,20060030,2006,3,1,20,38.3,19.5
Kolhapur,Residential,20070030,2007,3,1,-14.5,23.8,3.4
Kolhapur,Residential,20080030,2008,3,1,2,25.8,10.25
Kolhapur,Residential,20090030,2009,3,1,-8.15,17.65,3.85
Kolhapur,Residential,20100030,2010,3,1,3.35,21,4
Kolhapur,Residential,20110030,2011,3,1,2.5,23.5,1.5
Kolhapur,Residential,20120030,2012,3,1,10.5,34,4.5
Kolhapur,Residential,20130030,2013,3,1,7,41,2
Kolhapur,Residential,20140030,2014,3,1,-3,38,-5.5
Kolhapur,Residential,20150030,2015,3,1,-0.5,37.5,-7
Kolhapur,Residential,20050040,2005,4,-10,,30.9,12.6
Kolhapur,Residential,20060040,2006,4,1,2.55,33.45,-4.85
Kolhapur,Residential,20070040,2007,4,1,-9.45,24,0.2
Kolhapur,Residential,20080040,2008,4,1,3.2,27.2,1.4
Kolhapur,Residential,20090040,2009,4,1,-11.55,15.65,-2
Kolhapur,Residential,20100040,2010,4,1,3.35,19,-2
Kolhapur,Residential,20110040,2011,4,1,4,23,-0.5
Kolhapur,Residential,20120040,2012,4,1,15,38,4
Kolhapur,Residential,20130040,2013,4,1,-1,37,-4
Kolhapur,Residential,20140040,2014,4,1,-4,33,-5
Kolhapur,Residential,20150040,2015,4,1,13,46,8.5
Kolhapur,Residential,20050050,2005,5,-10,,27.3,-3.6
Kolhapur,Residential,20060050,2006,5,1,0.35,27.65,-5.8
Kolhapur,Residential,20070050,2007,5,1,-18.55,9.1,-14.9
Kolhapur,Residential,20080050,2008,5,1,17.1,26.2,-1
Kolhapur,Residential,20090050,2009,5,1,-8.85,17.35,1.7
Kolhapur,Residential,20100050,2010,5,1,6.15,23.5,4.5
Kolhapur,Residential,20110050,2011,5,1,1.5,25,2
Kolhapur,Residential,20120050,2012,5,1,4.5,29.5,-8.5
Kolhapur,Residential,20130050,2013,5,1,10,39.5,2.5
Kolhapur,Residential,20140050,2014,5,1,0.5,40,7
Kolhapur,Residential,20150050,2015,5,1,-9.5,30.5,-15.5
Kolhapur,Residential,20050060,2005,6,-10,,13.8,-13.5
Kolhapur,Residential,20060060,2006,6,1,10.7,24.5,-3.15
Kolhapur,Residential,20070060,2007,6,1,-5.45,19.05,9.95
Kolhapur,Residential,20080060,2008,6,1,2.25,21.3,-4.9
Kolhapur,Residential,20090060,2009,6,1,-1,20.3,2.95
Kolhapur,Residential,20100060,2010,6,1,-4.3,16,-7.5
Kolhapur,Residential,20110060,2011,6,1,0.5,16.5,-8.5
Kolhapur,Residential,20120060,2012,6,1,15.5,32,2.5
Kolhapur,Residential,20130060,2013,6,1,-13,19,-20.5
Kolhapur,Residential,20140060,2014,6,1,6,25,-15
Kolhapur,Residential,20150060,2015,6,1,-4,21,-9.5
Kolhapur,Residential,20050070,2005,7,-10,,22.5,8.7
Kolhapur,Residential,20060070,2006,7,1,-1.5,21,-3.5
Kolhapur,Residential,20070070,2007,7,1,-5.5,15.5,-3.55
Kolhapur,Residential,20080070,2008,7,1,8.7,24.2,2.9
Kolhapur,Residential,20090070,2009,7,1,-13,11.2,-9.1
Kolhapur,Residential,20100070,2010,7,1,4.8,16,0
Kolhapur,Residential,20110070,2011,7,1,6,22,5.5
Kolhapur,Residential,20120070,2012,7,1,1,23,-9
Kolhapur,Residential,20130070,2013,7,1,0,23,4
Kolhapur,Residential,20140070,2014,7,1,-0.5,22.5,-2.5
Kolhapur,Residential,20150070,2015,7,1,3.5,26,5
Kolhapur,Residential,20050080,2005,8,-10,,22.2,-0.3
Kolhapur,Residential,20060080,2006,8,1,-7.55,14.65,-6.35
Kolhapur,Residential,20070080,2007,8,1,-1.85,12.8,-2.7
Kolhapur,Residential,20080080,2008,8,1,1.9,14.7,-9.5
Kolhapur,Residential,20090080,2009,8,1,-1.4,13.3,2.1
Kolhapur,Residential,20100080,2010,8,1,2.7,16,0
Kolhapur,Residential,20110080,2011,8,1,5,21,-1
Kolhapur,Residential,20120080,2012,8,1,6.5,27.5,4.5
Kolhapur,Residential,20130080,2013,8,1,-2.5,25,2
Kolhapur,Residential,20140080,2014,8,1,3,28,5.5
Kolhapur,Residential,20150080,2015,8,1,-4,24,-2
Kolhapur,Residential,20050090,2005,9,-10,,29.55,7.35
Kolhapur,Residential,20060090,2006,9,1,-14.25,15.3,0.65
Kolhapur,Residential,20070090,2007,9,1,-1.6,13.7,0.9
Kolhapur,Residential,20080090,2008,9,1,-3.05,10.65,-4.05
Kolhapur,Residential,20090090,2009,9,1,0.7,11.35,-1.95
Kolhapur,Residential,20100090,2010,9,1,9.15,20.5,4.5
Kolhapur,Residential,20110090,2011,9,1,2,22.5,1.5
Kolhapur,Residential,20120090,2012,9,1,6.5,29,1.5
Kolhapur,Residential,20130090,2013,9,1,7.5,36.5,11.5
Kolhapur,Residential,20140090,2014,9,1,-8.5,28,0
Kolhapur,Residential,20150090,2015,9,1,8,36,12
Kolhapur,Residential,20050100,2005,10,-10,,28.3,-1.25
Kolhapur,Residential,20060100,2006,10,1,-3.55,24.75,9.45
Kolhapur,Residential,20070100,2007,10,1,-12.15,12.6,-1.1
Kolhapur,Residential,20080100,2008,10,1,3.9,16.5,5.85
Kolhapur,Residential,20090100,2009,10,1,-2.3,14.2,2.85
Kolhapur,Residential,20100100,2010,10,1,6.8,21,0.5
Kolhapur,Residential,20110100,2011,10,1,-1,20,-2.5
Kolhapur,Residential,20120100,2012,10,1,10,30,1
Kolhapur,Residential,20130100,2013,10,1,4,34,-2.5
Kolhapur,Residential,20140100,2014,10,1,-4.5,29.5,1.5
Kolhapur,Residential,20150100,2015,10,1,15,44.5,8.5
Kolhapur,Residential,20050110,2005,11,-10,,34.5,6.2
Kolhapur,Residential,20060110,2006,11,1,-18.2,16.3,-8.45
Kolhapur,Residential,20070110,2007,11,1,-6.1,10.2,-2.4
Kolhapur,Residential,20080110,2008,11,1,7.5,17.7,1.2
Kolhapur,Residential,20090110,2009,11,1,-4.8,12.9,-1.3
Kolhapur,Residential,20100110,2010,11,1,8.1,21,0
Kolhapur,Residential,20110110,2011,11,1,6,27,7
Kolhapur,Residential,20120110,2012,11,1,2,29,-1
Kolhapur,Residential,20130110,2013,11,1,0,29,-5
Kolhapur,Residential,20140110,2014,11,1,9,38,8.5
Kolhapur,Residential,20150110,2015,11,1,2,40,-4.5
Kolhapur,Residential,20050120,2005,12,-10,,33.6,-0.9
Kolhapur,Residential,20060120,2006,12,1,-13.7,19.9,3.6
Kolhapur,Residential,20070120,2007,12,1,-11.1,8.8,-1.4
Kolhapur,Residential,20080120,2008,12,1,9.8,18.6,0.9
Kolhapur,Residential,20090120,2009,12,1,-6.65,11.95,-0.95
Kolhapur,Residential,20100120,2010,12,1,11.05,23,2
Kolhapur,Residential,20110120,2011,12,1,3,26,-1
Kolhapur,Residential,20120120,2012,12,1,9,35,6
Kolhapur,Residential,20130120,2013,12,1,8,43,14
Kolhapur,Residential,20140120,2014,12,1,5.5,48.5,10.5
Kolhapur,Residential,20150120,2015,12,1,0.5,49,9
Latur,Industrial,20100010,2010,1,,,18,
Latur,Industrial,20110010,2011,1,1,5,23,6.5
Latur,Industrial,20120010,2012,1,1,-7,16,3
Latur,Industrial,20130010,2013,1,1,-1,15,-1.5
Latur,Industrial,20140010,2014,1,1,1,16,-2
Latur,Industrial,20100020,2010,2,-4,,17.5,-0.5
Latur,Industrial,20110020,2011,2,1,-3,14.5,-8.5
Latur,Industrial,20120020,2012,2,1,1.5,16,0
Latur,Industrial,20130020,2013,2,1,-5.5,10.5,-4.5
Latur,Industrial,20140020,2014,2,1,3.5,14,-2
Latur,Industrial,20150020,2015,2,1,-1.5,12.5,
Latur,Industrial,20100030,2010,3,-5,,15.5,-2
Latur,Industrial,20110030,2011,3,1,-0.5,15,0.5
Latur,Industrial,20120030,2012,3,1,2,17,1
Latur,Industrial,20130030,2013,3,1,1.5,18.5,8
Latur,Industrial,20140030,2014,3,1,1.5,20,6
Latur,Industrial,20150030,2015,3,1,-7,13,0.5
Latur,Industrial,20100040,2010,4,-5,,19.5,4
Latur,Industrial,20110040,2011,4,1,0,19.5,4.5
Latur,Industrial,20120040,2012,4,1,-0.5,19,2
Latur,Industrial,20130040,2013,4,1,-1,18,-0.5
Latur,Industrial,20140040,2014,4,1,6,24,4
Latur,Industrial,20150040,2015,4,1,-12,12,-1
Latur,Industrial,20100050,2010,5,-5,,20,0.5
Latur,Industrial,20110050,2011,5,1,-9,11,-8.5
Latur,Industrial,20120050,2012,5,1,8.5,19.5,0.5
Latur,Industrial,20130050,2013,5,1,-4.5,15,-3
Latur,Industrial,20140050,2014,5,1,1,16,-8
Latur,Industrial,20150050,2015,5,1,-2.5,13.5,1.5
Latur,Industrial,20100060,2010,6,-5,,18,-2
Latur,Industrial,20110060,2011,6,1,-6,12,1
Latur,Industrial,20120060,2012,6,1,1.5,13.5,-6
Latur,Industrial,20130060,2013,6,1,0.5,14,-1
Latur,Industrial,20140060,2014,6,1,0,14,-2
Latur,Industrial,20150060,2015,6,1,-2.5,11.5,-2
Latur,Industrial,20100070,2010,7,-5,,16,-2
Latur,Industrial,20110070,2011,7,1,-3,13,1
Latur,Industrial,20120070,2012,7,1,6,19,5.5
Latur,Industrial,20130070,2013,7,1,-5.5,13.5,-0.5
Latur,Industrial,20140070,2014,7,1,-1.5,12,-2
Latur,Industrial,20150070,2015,7,1,0,12,0.5
Latur,Industrial,20100080,2010,8,-5,,14,-2
Latur,Industrial,20110080,2011,8,1,3,17,4
Latur,Industrial,20120080,2012,8,1,0,17,-2
Latur,Industrial,20130080,2013,8,1,-4,13,-0.5
Latur,Industrial,20140080,2014,8,1,2.5,15.5,3.5
Latur,Industrial,20150080,2015,8,1,-3.5,12,0
Latur,Industrial,20100090,2010,9,-5,,15.5,1.5
Latur,Industrial,20110090,2011,9,1,-0.5,15,-2
Latur,Industrial,20120090,2012,9,1,18,33,16
Latur,Industrial,20130090,2013,9,1,-18.5,14.5,1.5
Latur,Industrial,20140090,2014,9,1,-2.5,12,-3.5
Latur,Industrial,20150090,2015,9,1,0,12,0
Latur,Industrial,20100100,2010,10,-5,,12,-3.5
Latur,Industrial,20110100,2011,10,1,1,13,-2
Latur,Industrial,20120100,2012,10,1,9,22,-11
Latur,Industrial,20130100,2013,10,1,-5.5,16.5,2
Latur,Industrial,20140100,2014,10,1,-2.5,14,2
Latur,Industrial,20150100,2015,10,1,2.5,16.5,4.5
Latur,Industrial,20100110,2010,11,-5,,12,0
Latur,Industrial,20110110,2011,11,1,6.5,18.5,5.5
Latur,Industrial,20120110,2012,11,1,4,22.5,0.5
Latur,Industrial,20130110,2013,11,1,-7.5,15,-1.5
Latur,Industrial,20140110,2014,11,1,-4,11,-3
Latur,Industrial,20150110,2015,11,1,2.5,13.5,-3
Latur,Industrial,20100120,2010,12,-5,,16.5,4.5
Latur,Industrial,20110120,2011,12,1,-3.5,13,-5.5
Latur,Industrial,20120120,2012,12,1,3.5,16.5,-6
Latur,Industrial,20130120,2013,12,1,1.5,18,3
Latur,Industrial,20140120,2014,12,1,-6,12,1
Latur,Industrial,20150120,2015,12,1,3.5,15.5,2
Latur,Residential,20100010,2010,1,,,15,
Latur,Residential,20110010,2011,1,1,-3,12,-5.5
Latur,Residential,20120010,2012,1,1,5.5,17.5,2.5
Latur,Residential,20130010,2013,1,1,0.5,18,-1
Latur,Residential,20140010,2014,1,1,-1,17,-1
Latur,Residential,20100020,2010,2,-4,,18,3
Latur,Residential,20110020,2011,2,1,-1,17,5
Latur,Residential,20120020,2012,2,1,5,22,4.5
Latur,Residential,20130020,2013,2,1,-8,14,-4
Latur,Residential,20140020,2014,2,1,4,18,1
Latur,Residential,20150020,2015,2,1,-6,12,
Latur,Residential,20100030,2010,3,-5,,16.5,-1.5
Latur,Residential,20110030,2011,3,1,-0.5,16,-1
Latur,Residential,20120030,2012,3,1,3,19,-3
Latur,Residential,20130030,2013,3,1,3,22,8
Latur,Residential,20140030,2014,3,1,1,23,5
Latur,Residential,20150030,2015,3,1,-9,14,2
Latur,Residential,20100040,2010,4,-5,,17,0.5
Latur,Residential,20110040,2011,4,1,-2,15,-1
Latur,Residential,20120040,2012,4,1,3,18,-1
Latur,Residential,20130040,2013,4,1,-2,16,-6
Latur,Residential,20140040,2014,4,1,4.5,20.5,-2.5
Latur,Residential,20150040,2015,4,1,-9,11.5,-2.5
Latur,Residential,20100050,2010,5,-5,,22,5
Latur,Residential,20110050,2011,5,1,-9,13,-2
Latur,Residential,20120050,2012,5,1,3,16,-2
Latur,Residential,20130050,2013,5,1,1,17,1
Latur,Residential,20140050,2014,5,1,-1,16,-4.5
Latur,Residential,20150050,2015,5,1,-3,13,1.5
Latur,Residential,20100060,2010,6,-5,,16,-6
Latur,Residential,20110060,2011,6,1,-4,12,-1
Latur,Residential,20120060,2012,6,1,2,14,-2
Latur,Residential,20130060,2013,6,1,2,16,-1
Latur,Residential,20140060,2014,6,1,-3,13,-3
Latur,Residential,20150060,2015,6,1,-1,12,-1
Latur,Residential,20100070,2010,7,-5,,14,-2
Latur,Residential,20110070,2011,7,1,-3,11,-1
Latur,Residential,20120070,2012,7,1,5.5,16.5,2.5
Latur,Residential,20130070,2013,7,1,-1.5,15,-1
Latur,Residential,20140070,2014,7,1,-3,12,-1
Latur,Residential,20150070,2015,7,1,0,12,0
Latur,Residential,20100080,2010,8,-5,,10,-4
Latur,Residential,20110080,2011,8,1,3.5,13.5,2.5
Latur,Residential,20120080,2012,8,1,11,24.5,8
Latur,Residential,20130080,2013,8,1,-9.5,15,0
Latur,Residential,20140080,2014,8,1,1,16,4
Latur,Residential,20150080,2015,8,1,-4,12,0
Latur,Residential,20100090,2010,9,-5,,13,3
Latur,Residential,20110090,2011,9,1,1.5,14.5,1
Latur,Residential,20120090,2012,9,1,4.5,19,-5.5
Latur,Residential,20130090,2013,9,1,-2.5,16.5,1.5
Latur,Residential,20140090,2014,9,1,-1.5,15,-1
Latur,Residential,20150090,2015,9,1,-1,14,2
Latur,Residential,20100100,2010,10,-5,,16,3
Latur,Residential,20110100,2011,10,1,0.5,16.5,2
Latur,Residential,20120100,2012,10,1,5,21.5,2.5
Latur,Residential,20130100,2013,10,1,-4.5,17,0.5
Latur,Residential,20140100,2014,10,1,-2,15,0
Latur,Residential,20150100,2015,10,1,-1.5,13.5,-0.5
Latur,Residential,20100110,2010,11,-5,,12.5,-3.5
Latur,Residential,20110110,2011,11,1,-2.5,10,-6.5
Latur,Residential,20120110,2012,11,1,13.5,23.5,2
Latur,Residential,20130110,2013,11,1,-8.5,15,-2
Latur,Residential,20140110,2014,11,1,-1,14,-1
Latur,Residential,20150110,2015,11,1,10.5,24.5,11
Latur,Residential,20100120,2010,12,-5,,17.5,5
Latur,Residential,20110120,2011,12,1,-2.5,15,5
Latur,Residential,20120120,2012,12,1,4,19,-4.5
Latur,Residential,20130120,2013,12,1,-1,18,3
Latur,Residential,20140120,2014,12,1,-4,14,0
Latur,Residential,20150120,2015,12,1,8.5,22.5,-2
Lote,Industrial,20060010,2006,1,,,6.9,
Lote,Industrial,20070010,2007,1,1,14.6,21.5,-4.05
Lote,Industrial,20080010,2008,1,1,8.5,30,-1.3
Lote,Industrial,20100010,2010,1,2,,31,2.55
Lote,Industrial,20110010,2011,1,1,0,31,-1
Lote,Industrial,20120010,2012,1,1,-20,11,-14
Lote,Industrial,20140010,2014,1,2,,11,1
Lote,Industrial,20150010,2015,1,1,0,11,0
Lote,Industrial,20060020,2006,2,-9,,7.35,0.45
Lote,Industrial,20070020,2007,2,1,8.65,16,-5.5
Lote,Industrial,20080020,2008,2,1,10.7,26.7,-3.3
Lote,Industrial,20100020,2010,2,2,,13,-18
Lote,Industrial,20110020,2011,2,1,12,25,-6
Lote,Industrial,20130020,2013,2,2,,9,
Lote,Industrial,20140020,2014,2,1,1,10,-1
Lote,Industrial,20150020,2015,2,1,1,11,0
Lote,Industrial,20060030,2006,3,-9,,7.8,0.45
Lote,Industrial,20070030,2007,3,1,11.35,19.15,3.15
Lote,Industrial,20080030,2008,3,1,5.05,24.2,-2.5
Lote,Industrial,20100030,2010,3,2,,21,8
Lote,Industrial,20110030,2011,3,1,8.5,29.5,4.5
Lote,Industrial,20130030,2013,3,2,,7,-2
Lote,Industrial,20140030,2014,3,1,4,11,1
Lote,Industrial,20150030,2015,3,1,0,11,0
Lote,Industrial,20060040,2006,4,-9,,7.5,-0.3
Lote,Industrial,20070040,2007,4,1,10.2,17.7,-1.45
Lote,Industrial,20080040,2008,4,1,4.55,22.25,-1.95
Lote,Industrial,20110040,2011,4,3,,34.5,5
Lote,Industrial,20130040,2013,4,2,,10,3
Lote,Industrial,20140040,2014,4,1,0.5,10.5,-0.5
Lote,Industrial,20150040,2015,4,1,0.5,11,0
Lote,Industrial,20060050,2006,5,-9,,10.3,2.8
Lote,Industrial,20070050,2007,5,1,11.95,22.25,4.55
Lote,Industrial,20080050,2008,5,1,0.55,22.8,0.55
Lote,Industrial,20110050,2011,5,3,,56,21.5
Lote,Industrial,20130050,2013,5,2,,5,-5
Lote,Industrial,20140050,2014,5,1,6,11,0.5
Lote,Industrial,20150050,2015,5,1,0,11,0
Lote,Industrial,20060060,2006,6,-9,,11.7,1.4
Lote,Industrial,20070060,2007,6,1,-1.7,10,-12.25
Lote,Industrial,20080060,2008,6,1,10.8,20.8,-2
Lote,Industrial,20120060,2012,6,4,,18,
Lote,Industrial,20130060,2013,6,1,-9.5,8.5,3.5
Lote,Industrial,20140060,2014,6,1,2.5,11,0
Lote,Industrial,20060070,2006,7,-8,,7.8,-3.9
Lote,Industrial,20070070,2007,7,1,6.05,13.85,3.85
Lote,Industrial,20080070,2008,7,1,13.45,27.3,6.5
Lote,Industrial,20110070,2011,7,3,,12,
Lote,Industrial,20120070,2012,7,1,2,14,-4
Lote,Industrial,20130070,2013,7,1,-5,9,0.5
Lote,Industrial,20140070,2014,7,1,1,10,-1
Lote,Industrial,20060080,2006,8,-8,,8.25,0.45
Lote,Industrial,20070080,2007,8,1,11.45,19.7,5.85
Lote,Industrial,20080080,2008,8,1,9.05,28.75,1.45
Lote,Industrial,20110080,2011,8,3,,23,11
Lote,Industrial,20130080,2013,8,2,,9,0
Lote,Industrial,20140080,2014,8,1,0,9,-1
Lote,Industrial,20060090,2006,9,-8,,6.5,-1.75
Lote,Industrial,20070090,2007,9,1,13.2,19.7,0
Lote,Industrial,20080090,2008,9,1,7.65,27.35,-1.4
Lote,Industrial,20100090,2010,9,2,,28,
Lote,Industrial,20110090,2011,9,1,23,51,28
Lote,Industrial,20130090,2013,9,2,,10,1
Lote,Industrial,20140090,2014,9,1,0.5,10.5,1.5
Lote,Industrial,20060100,2006,10,-8,,8.65,2.15
Lote,Industrial,20070100,2007,10,1,17.75,26.4,6.7
Lote,Industrial,20080100,2008,10,1,-5.2,21.2,-6.15
Lote,Industrial,20100100,2010,10,2,,29,1
Lote,Industrial,20110100,2011,10,1,-15,14,-37
Lote,Industrial,20130100,2013,10,2,,10,0
Lote,Industrial,20140100,2014,10,1,1,11,0.5
Lote,Industrial,20060110,2006,11,-8,,15.75,7.1
Lote,Industrial,20070110,2007,11,1,9.15,24.9,-1.5
Lote,Industrial,20080110,2008,11,1,-1.55,23.35,2.15
Lote,Industrial,20100110,2010,11,2,,16.5,-12.5
Lote,Industrial,20110110,2011,11,1,1.5,18,4
Lote,Industrial,20120110,2012,11,1,1,19,
Lote,Industrial,20130110,2013,11,1,-9,10,0
Lote,Industrial,20140110,2014,11,1,1,11,0
Lote,Industrial,20060120,2006,12,-8,,25.55,9.8
Lote,Industrial,20070120,2007,12,1,5.75,31.3,6.4
Lote,Industrial,20080120,2008,12,1,-2.85,28.45,5.1
Lote,Industrial,20100120,2010,12,2,,32,15.5
Lote,Industrial,20110120,2011,12,1,-7,25,7
Lote,Industrial,20120120,2012,12,1,-9,16,-3
Lote,Industrial,20130120,2013,12,1,-6,10,0
Lote,Industrial,20140120,2014,12,1,1,11,0
Lote,Residential,20060010,2006,1,,,14.7,
Lote,Residential,20070010,2007,1,1,-1.95,12.75,1.55
Lote,Residential,20080010,2008,1,1,23.05,35.8,7.3
Lote,Residential,20110010,2011,1,3,,26,-6.5
Lote,Residential,20120010,2012,1,1,-11,15,-3
Lote,Residential,20130010,2013,1,1,-5,10,
Lote,Residential,20140010,2014,1,1,1,11,0
Lote,Residential,20150010,2015,1,1,0,11,0
Lote,Residential,20060020,2006,2,-9,,,
Lote,Residential,20070020,2007,2,1,,12.5,-0.25
Lote,Residential,20080020,2008,2,1,16.3,28.8,-7
Lote,Residential,20100020,2010,2,2,,35,
Lote,Residential,20110020,2011,2,1,-10,25,-1
Lote,Residential,20130020,2013,2,2,,10,0
Lote,Residential,20140020,2014,2,1,0,10,-1
Lote,Residential,20150020,2015,2,1,1,11,0
Lote,Residential,20060030,2006,3,-9,,,
Lote,Residential,20070030,2007,3,1,,16.7,4.2
Lote,Residential,20080030,2008,3,1,10.15,26.85,-1.95
Lote,Residential,20100030,2010,3,2,,29,-6
Lote,Residential,20110030,2011,3,1,4,33,8
Lote,Residential,20130030,2013,3,2,,9,-1
Lote,Residential,20140030,2014,3,1,2,11,1
Lote,Residential,20150030,2015,3,1,0,11,0
Lote,Residential,20060040,2006,4,-9,,8.1,
Lote,Residential,20070040,2007,4,1,5.55,13.65,-3.05
Lote,Residential,20080040,2008,4,1,13.25,26.9,0.05
Lote,Residential,20110040,2011,4,3,,24,-9
Lote,Residential,20120040,2012,4,1,-11,13,
Lote,Residential,20130040,2013,4,1,-4,9,0
Lote,Residential,20140040,2014,4,1,2,11,0
Lote,Residential,20150040,2015,4,1,0.5,11.5,0.5
Lote,Residential,20070050,2007,5,-8,,9.5,-4.15
Lote,Residential,20080050,2008,5,1,14.1,23.6,-3.3
Lote,Residential,20110050,2011,5,3,,36,12
Lote,Residential,20120050,2012,5,1,-25,11,-2
Lote,Residential,20130050,2013,5,1,-5,6,-3
Lote,Residential,20140050,2014,5,1,5,11,0
Lote,Residential,20150050,2015,5,1,0,11,-0.5
Lote,Residential,20070060,2007,6,-8,,14.8,5.3
Lote,Residential,20080060,2008,6,1,6.4,21.2,-2.4
Lote,Residential,20110060,2011,6,3,,48,12
Lote,Residential,20130060,2013,6,2,,7,1
Lote,Residential,20140060,2014,6,1,3,10,-1
Lote,Residential,20060070,2006,7,-8,,10.8,
Lote,Residential,20070070,2007,7,1,14.95,25.75,10.95
Lote,Residential,20080070,2008,7,1,5.25,31,9.8
Lote,Residential,20100070,2010,7,2,,33,
Lote,Residential,20110070,2011,7,1,0.5,33.5,-14.5
Lote,Residential,20130070,2013,7,2,,8.5,1.5
Lote,Residential,20140070,2014,7,1,0.5,9,-1
Lote,Residential,20060080,2006,8,-8,,7.4,-3.4
Lote,Residential,20070080,2007,8,1,27.3,34.7,8.95
Lote,Residential,20080080,2008,8,1,-6.2,28.5,-2.5
Lote,Residential,20100080,2010,8,2,,31,-2
Lote,Residential,20110080,2011,8,1,6,37,3.5
Lote,Residential,20130080,2013,8,2,,9,0.5
Lote,Residential,20140080,2014,8,1,0,9,0
Lote,Residential,20060090,2006,9,-8,,,
Lote,Residential,20070090,2007,9,1,,24.2,-10.5
Lote,Residential,20080090,2008,9,1,0.1,24.3,-4.2
Lote,Residential,20110090,2011,9,3,,46,9
Lote,Residential,20130090,2013,9,2,,10,1
Lote,Residential,20140090,2014,9,1,1,11,2
Lote,Residential,20060100,2006,10,-8,,,
Lote,Residential,20070100,2007,10,1,,34.2,10
Lote,Residential,20080100,2008,10,1,-7.2,27,2.7
Lote,Residential,20110100,2011,10,3,,19,-27
Lote,Residential,20130100,2013,10,2,,10,0
Lote,Residential,20140100,2014,10,1,1,11,0
Lote,Residential,20060110,2006,11,-8,,11.2,
Lote,Residential,20070110,2007,11,1,26.1,37.3,3.1
Lote,Residential,20080110,2008,11,1,-11.3,26,-1
Lote,Residential,20100110,2010,11,2,,25,
Lote,Residential,20110110,2011,11,1,-9,16,-3
Lote,Residential,20130110,2013,11,2,,10,0
Lote,Residential,20140110,2014,11,1,0,10,-1
Lote,Residential,20060120,2006,12,-8,,11.2,0
Lote,Residential,20070120,2007,12,1,17.3,28.5,-8.8
Lote,Residential,20080120,2008,12,1,-7.3,21.2,-4.8
Lote,Residential,20100120,2010,12,2,,32.5,7.5
Lote,Residential,20110120,2011,12,1,-14.5,18,2
Lote,Residential,20130120,2013,12,2,,11,1
Lote,Residential,20140120,2014,12,1,0,11,1
Mahad,Industrial,20090010,2009,1,,,36.25,
Mahad,Industrial,20100010,2010,1,1,11.75,48,12.4
Mahad,Industrial,20110010,2011,1,1,-10,38,-13
Mahad,Industrial,20090020,2009,2,-2,,35.2,-1.05
Mahad,Industrial,20100020,2010,2,1,13.3,48.5,0.5
Mahad,Industrial,20110020,2011,2,1,-5,43.5,5.5
Mahad,Industrial,20090030,2009,3,-2,,34.2,-1
Mahad,Industrial,20100030,2010,3,1,9.8,44,-4.5
Mahad,Industrial,20110030,2011,3,1,-3,41,-2.5
Mahad,Industrial,20090040,2009,4,-2,,33.3,-0.9
Mahad,Industrial,20100040,2010,4,1,17.7,51,7
Mahad,Industrial,20110040,2011,4,1,-8,43,2
Mahad,Industrial,20090050,2009,5,-2,,36.3,3
Mahad,Industrial,20100050,2010,5,1,12.7,49,-2
Mahad,Industrial,20110050,2011,5,1,-9,40,-3
Mahad,Industrial,20090060,2009,6,-2,,37,0.7
Mahad,Industrial,20100060,2010,6,1,9.5,46.5,-2.5
Mahad,Industrial,20110060,2011,6,1,-5.5,41,1
Mahad,Industrial,20090070,2009,7,-2,,34.8,-2.2
Mahad,Industrial,20100070,2010,7,1,5.2,40,-6.5
Mahad,Industrial,20110070,2011,7,1,8.5,48.5,7.5
Mahad,Industrial,20090080,2009,8,-2,,38,3.2
Mahad,Industrial,20100080,2010,8,1,-1,37,-3
Mahad,Industrial,20110080,2011,8,1,5,42,-6.5
Mahad,Industrial,20090090,2009,9,-2,,33.2,-4.8
Mahad,Industrial,20100090,2010,9,1,-2.2,31,-6
Mahad,Industrial,20110090,2011,9,1,10,41,-1
Mahad,Industrial,20090100,2009,10,-2,,29.85,-3.35
Mahad,Industrial,20100100,2010,10,1,15.65,45.5,14.5
Mahad,Industrial,20110100,2011,10,1,-7.5,38,-3
Mahad,Industrial,20090110,2009,11,-2,,34.6,4.75
Mahad,Industrial,20100110,2010,11,1,2.9,37.5,-8
Mahad,Industrial,20110110,2011,11,1,-4,33.5,-4.5
Mahad,Industrial,20090120,2009,12,-2,,35.6,1
Mahad,Industrial,20100120,2010,12,1,15.4,51,13.5
Mahad,Industrial,20110120,2011,12,1,-5,46,12.5
Mahad,Residential,20090010,2009,1,,,30.2,
Mahad,Residential,20100010,2010,1,1,-2.2,28,-7.25
Mahad,Residential,20110010,2011,1,1,8.5,36.5,-3
Mahad,Residential,20090020,2009,2,-2,,31.15,0.95
Mahad,Residential,20100020,2010,2,1,2.85,34,6
